      20     230     200
       1      19    1168     767     200
       1       1      56
       2       8      29
       3       4      60
       4       4      35
       5       6      43
       6       2      62
       7       2      46
       8       9      56
       9       4      46
      10       3      57
      11       7      32
      12       7      23
      13       6      70
      14       8      71
      15       6      26
      16       9      33
      17       6      30
      18       5      71
      19       8      21
      20       7      48
      21       3      20
      22       6      69
      23       7      43
      24       8      57
      25       7      45
      26       6      56
      27       8      70
      28       9      30
      29       4      39
      30       1      54
      31       4      26
      32       3      32
      33       5      33
      34       3      17
      35       8      56
      36       2      18
      37       4      40
      38       3      55
      39       6      72
      40       5      28
      41       4      50
      42       6      58
      43       1      17
      44       8      59
      45       4      64
      46       3      24
      47       1      26
      48       6      15
      49       4      26
      50       5      56
      51       9      20
      52       2      55
      53       5      40
      54       6      18
      55       5      69
      56       2      20
      57       7      47
      58       9      24
      59       5      54
      60       8      16
      61       3      74
      62       8      47
      63       6      50
      64       9      45
      65       1      40
      66       5      66
      67       3      29
      68       9      60
      69       6      22
      70       3      60
      71       9      31
      72       7      69
      73       7      35
      74       6      22
      75       7      37
      76       4      30
      77       9      60
      78       1      54
      79       9      24
      80       8      42
      81       4      50
      82       6      65
      83       4      45
      84       2      42
      85       8      24
      86       3      37
      87       9      57
      88       1      56
      89       4      17
      90       1      30
      91       5      46
      92       8      35
      93       5      28
      94       8      60
      95       3      50
      96       3      65
      97       8      43
      98       5      15
      99       3      31
     100       1      16
     101       7      38
     102       4      71
     103       5      73
     104       5      39
     105       7      58
     106       2      60
     107       4      39
     108       2      27
     109       7      70
     110       6      18
     111       4      48
     112       8      71
     113       2      42
     114       3      32
     115       2      35
     116       4      20
     117       6      37
     118       5      19
     119       6      30
     120       3      66
     121       2      21
     122       5      40
     123       7      51
     124       5      65
     125       5      40
     126       2      31
     127       2      54
     128       4      67
     129       2      48
     130       7      33
     131       6      48
     132       5      29
     133       4      63
     134       1      40
     135       4      16
     136       6      74
     137       1      36
     138       7      27
     139       3      44
     140       9      53
     141       8      66
     142       5      49
     143       6      66
     144       8      30
     145       6      70
     146       3      39
     147       5      60
     148       1      60
     149       1      62
     150       9      42
     151       6      50
     152       8      72
     153       3      52
     154       7      47
     155       8      33
     156       2      56
     157       9      62
     158       4      29
     159       6      47
     160       5      62
     161       7      52
     162       4      50
     163       5      57
     164       7      33
     165       9      70
     166       9      73
     167       1      31
     168       8      16
     169       4      34
     170       5      66
     171       3      32
     172       6      17
     173       8      18
     174       2      59
     175       2      34
     176       5      28
     177       1      55
     178       7      53
     179       3      58
     180       9      48
     181       2      60
     182       1      39
     183       3      29
     184       8      15
     185       5      24
     186       7      39
     187       7      59
     188       1      61
     189       1      21
     190       2      18
     191       1      52
     192       9      70
     193       1      18
     194       2      62
     195       8      73
     196       7      27
     197       3      42
     198       8      25
     199       9      16
     200       9      20
       1       9    1836     581     200
       1       7      56
       2       6      29
       3       2      60
       4       8      35
       5       3      43
       6       5      62
       7       6      46
       8       9      56
       9       6      46
      10       9      57
      11       8      32
      12       1      23
      13       5      70
      14       7      71
      15       4      26
      16       4      33
      17       4      30
      18       3      71
      19       5      21
      20       1      48
      21       1      20
      22       4      69
      23       5      43
      24       4      57
      25       1      45
      26       9      56
      27       6      70
      28       7      30
      29       5      39
      30       2      54
      31       7      26
      32       6      32
      33       3      33
      34       4      17
      35       6      56
      36       9      18
      37       4      40
      38       5      55
      39       3      72
      40       1      28
      41       3      50
      42       5      58
      43       7      17
      44       1      59
      45       7      64
      46       3      24
      47       9      26
      48       5      15
      49       9      26
      50       8      56
      51       1      20
      52       5      55
      53       2      40
      54       7      18
      55       5      69
      56       4      20
      57       1      47
      58       7      24
      59       4      54
      60       1      16
      61       7      74
      62       3      47
      63       6      50
      64       5      45
      65       2      40
      66       9      66
      67       6      29
      68       4      60
      69       4      22
      70       7      60
      71       5      31
      72       5      69
      73       6      35
      74       9      22
      75       2      37
      76       3      30
      77       4      60
      78       5      54
      79       9      24
      80       8      42
      81       6      50
      82       5      65
      83       9      45
      84       3      42
      85       3      24
      86       5      37
      87       3      57
      88       4      56
      89       2      17
      90       9      30
      91       6      46
      92       5      35
      93       9      28
      94       7      60
      95       7      50
      96       4      65
      97       7      43
      98       4      15
      99       3      31
     100       3      16
     101       5      38
     102       1      71
     103       2      73
     104       8      39
     105       6      58
     106       3      60
     107       3      39
     108       8      27
     109       3      70
     110       7      18
     111       1      48
     112       8      71
     113       8      42
     114       2      32
     115       1      35
     116       6      20
     117       1      37
     118       4      19
     119       6      30
     120       4      66
     121       2      21
     122       3      40
     123       6      51
     124       8      65
     125       9      40
     126       3      31
     127       6      54
     128       2      67
     129       6      48
     130       6      33
     131       2      48
     132       7      29
     133       7      63
     134       1      40
     135       8      16
     136       4      74
     137       1      36
     138       7      27
     139       5      44
     140       1      53
     141       7      66
     142       2      49
     143       6      66
     144       7      30
     145       9      70
     146       7      39
     147       5      60
     148       4      60
     149       6      62
     150       6      42
     151       5      50
     152       7      72
     153       9      52
     154       2      47
     155       4      33
     156       2      56
     157       3      62
     158       4      29
     159       7      47
     160       6      62
     161       2      52
     162       2      50
     163       2      57
     164       3      33
     165       2      70
     166       6      73
     167       2      31
     168       2      16
     169       3      34
     170       9      66
     171       9      32
     172       6      17
     173       4      18
     174       9      59
     175       3      34
     176       3      28
     177       6      55
     178       1      53
     179       1      58
     180       9      48
     181       5      60
     182       2      39
     183       3      29
     184       8      15
     185       3      24
     186       7      39
     187       5      59
     188       9      61
     189       7      21
     190       7      18
     191       4      52
     192       5      70
     193       8      18
     194       8      62
     195       8      73
     196       6      27
     197       4      42
     198       8      25
     199       2      16
     200       7      20
       1      15    2146     659     200
       1       3      56
       2       9      29
       3       9      60
       4       5      35
       5       3      43
       6       2      62
       7       7      46
       8       7      56
       9       7      46
      10       4      57
      11       7      32
      12       2      23
      13       9      70
      14       1      71
      15       6      26
      16       1      33
      17       8      30
      18       9      71
      19       8      21
      20       8      48
      21       1      20
      22       7      69
      23       6      43
      24       6      57
      25       4      45
      26       7      56
      27       4      70
      28       2      30
      29       8      39
      30       4      54
      31       9      26
      32       3      32
      33       9      33
      34       6      17
      35       8      56
      36       3      18
      37       7      40
      38       2      55
      39       7      72
      40       8      28
      41       7      50
      42       5      58
      43       3      17
      44       4      59
      45       6      64
      46       7      24
      47       5      26
      48       1      15
      49       8      26
      50       4      56
      51       2      20
      52       2      55
      53       9      40
      54       9      18
      55       7      69
      56       7      20
      57       2      47
      58       3      24
      59       3      54
      60       1      16
      61       9      74
      62       2      47
      63       9      50
      64       9      45
      65       1      40
      66       6      66
      67       6      29
      68       4      60
      69       8      22
      70       9      60
      71       8      31
      72       4      69
      73       1      35
      74       9      22
      75       7      37
      76       4      30
      77       1      60
      78       9      54
      79       1      24
      80       4      42
      81       9      50
      82       7      65
      83       7      45
      84       3      42
      85       7      24
      86       6      37
      87       6      57
      88       5      56
      89       7      17
      90       9      30
      91       7      46
      92       3      35
      93       3      28
      94       4      60
      95       8      50
      96       4      65
      97       6      43
      98       9      15
      99       7      31
     100       7      16
     101       6      38
     102       7      71
     103       3      73
     104       9      39
     105       7      58
     106       8      60
     107       8      39
     108       7      27
     109       9      70
     110       9      18
     111       5      48
     112       7      71
     113       2      42
     114       6      32
     115       3      35
     116       8      20
     117       3      37
     118       4      19
     119       6      30
     120       8      66
     121       2      21
     122       7      40
     123       9      51
     124       1      65
     125       2      40
     126       1      31
     127       3      54
     128       8      67
     129       6      48
     130       2      33
     131       2      48
     132       3      29
     133       6      63
     134       8      40
     135       2      16
     136       3      74
     137       5      36
     138       1      27
     139       7      44
     140       4      53
     141       4      66
     142       5      49
     143       1      66
     144       5      30
     145       3      70
     146       6      39
     147       6      60
     148       1      60
     149       3      62
     150       8      42
     151       4      50
     152       3      72
     153       6      52
     154       2      47
     155       9      33
     156       3      56
     157       8      62
     158       6      29
     159       6      47
     160       5      62
     161       5      52
     162       5      50
     163       2      57
     164       1      33
     165       1      70
     166       6      73
     167       5      31
     168       8      16
     169       9      34
     170       4      66
     171       1      32
     172       9      17
     173       4      18
     174       6      59
     175       3      34
     176       5      28
     177       6      55
     178       2      53
     179       5      58
     180       7      48
     181       2      60
     182       3      39
     183       2      29
     184       6      15
     185       7      24
     186       1      39
     187       6      59
     188       1      61
     189       2      21
     190       4      18
     191       8      52
     192       1      70
     193       5      18
     194       5      62
     195       6      73
     196       6      27
     197       7      42
     198       7      25
     199       7      16
     200       9      20
       1       8     835     549     200
       1       9      56
       2       4      29
       3       8      60
       4       3      35
       5       9      43
       6       1      62
       7       7      46
       8       7      56
       9       5      46
      10       3      57
      11       7      32
      12       5      23
      13       8      70
      14       7      71
      15       1      26
      16       9      33
      17       6      30
      18       7      71
      19       8      21
      20       5      48
      21       2      20
      22       4      69
      23       7      43
      24       4      57
      25       4      45
      26       4      56
      27       3      70
      28       6      30
      29       1      39
      30       2      54
      31       8      26
      32       9      32
      33       6      33
      34       6      17
      35       9      56
      36       7      18
      37       3      40
      38       7      55
      39       2      72
      40       2      28
      41       4      50
      42       8      58
      43       1      17
      44       7      59
      45       5      64
      46       7      24
      47       1      26
      48       6      15
      49       7      26
      50       5      56
      51       4      20
      52       5      55
      53       1      40
      54       4      18
