      20     292     200
       1      19    1330     442     200
       1       1      56
       2       8      29
       3       4      60
       4       4      35
       5       6      43
       6       2      62
       7       2      46
       8       9      56
       9       4      46
      10       3      57
      11       7      32
      12       7      23
      13       6      70
      14       8      71
      15       6      26
      16       9      33
      17       6      30
      18       5      71
      19       8      21
      20       7      48
      21       3      20
      22       6      69
      23       7      43
      24       8      57
      25       7      45
      26       6      56
      27       8      70
      28       9      30
      29       4      39
      30       1      54
      31       4      26
      32       3      32
      33       5      33
      34       3      17
      35       8      56
      36       2      18
      37       4      40
      38       3      55
      39       6      72
      40       5      28
      41       4      50
      42       6      58
      43       1      17
      44       8      59
      45       4      64
      46       3      24
      47       1      26
      48       6      15
      49       4      26
      50       5      56
      51       9      20
      52       2      55
      53       5      40
      54       6      18
      55       5      69
      56       2      20
      57       7      47
      58       9      24
      59       5      54
      60       8      16
      61       3      74
      62       8      47
      63       6      50
      64       9      45
      65       1      40
      66       5      66
      67       3      29
      68       9      60
      69       6      22
      70       3      60
      71       9      31
      72       7      69
      73       7      35
      74       6      22
      75       7      37
      76       4      30
      77       9      60
      78       1      54
      79       9      24
      80       8      42
      81       4      50
      82       6      65
      83       4      45
      84       2      42
      85       8      24
      86       3      37
      87       9      57
      88       1      56
      89       4      17
      90       1      30
      91       5      46
      92       8      35
      93       5      28
      94       8      60
      95       3      50
      96       3      65
      97       8      43
      98       5      15
      99       3      31
     100       1      16
     101       7      38
     102       4      71
     103       5      73
     104       5      39
     105       7      58
     106       2      60
     107       4      39
     108       2      27
     109       7      70
     110       6      18
     111       4      48
     112       8      71
     113       2      42
     114       3      32
     115       2      35
     116       4      20
     117       6      37
     118       5      19
     119       6      30
     120       3      66
     121       2      21
     122       5      40
     123       7      51
     124       5      65
     125       5      40
     126       2      31
     127       2      54
     128       4      67
     129       2      48
     130       7      33
     131       6      48
     132       5      29
     133       4      63
     134       1      40
     135       4      16
     136       6      74
     137       1      36
     138       7      27
     139       3      44
     140       9      53
     141       8      66
     142       5      49
     143       6      66
     144       8      30
     145       6      70
     146       3      39
     147       5      60
     148       1      60
     149       1      62
     150       9      42
     151       6      50
     152       8      72
     153       3      52
     154       7      47
     155       8      33
     156       2      56
     157       9      62
     158       4      29
     159       6      47
     160       5      62
     161       7      52
     162       4      50
     163       5      57
     164       7      33
     165       9      70
