       4       6       2
    
       2       1       2       6       2
       1       9       6
       2       5       6

       3       1       4       6       2
       1       1       6
       2       1       6

       3       2       0       8       2
       1       0       8
       2       1       8

       4       2       6       8       2
       1       2       8
       2       3       8

       4       3       2       4       2
       1       4       4
       2       2       4

       1       4       5       4       2
       1       0       4
       2       5       4

       1       1     -10
       1       2       0
       1       3       0
       1       4      10
       2       1       0
       2       2     -10
       2       3      10
       2       4       0

