      20     292      40
       1      19    1897    1439      40
       1      39     560
       2      14     297
       3      34     603
       4      23     354
       5      18     437
       6      11     621
       7       8     468
       8      42     564
       9      46     468
      10      35     573
      11      18     323
      12      18     235
      13      39     703
      14       6     718
      15      19     264
      16      13     332
      17       5     308
      18      11     716
      19      30     215
      20      42     481
      21      49     201
      22      16     690
      23      17     437
      24      30     574
      25       7     451
      26      16     562
      27      32     700
      28      31     301
      29      23     394
      30      33     548
      31      31     267
      32      41     325
      33      36     333
      34      17     174
      35      14     560
      36      44     187
      37      10     403
      38      31     558
      39       5     729
      40      34     286
       1      17    3433    1307      40
       1      10     560
       2      16     297
       3      32     603
       4      20     354
       5      12     437
       6      35     621
       7      23     468
       8      48     564
       9      19     468
      10      30     573
      11      21     323
      12      34     235
      13      40     703
      14      34     718
      15      19     264
      16      35     332
      17      47     308
      18      27     716
      19      12     215
      20      30     481
      21      18     201
      22      25     690
      23      46     437
      24      27     574
      25      30     451
      26      32     562
      27      12     700
      28      26     301
      29      40     394
      30       9     548
      31      38     267
      32      13     325
      33      38     333
      34      40     174
      35       7     560
      36      43     187
      37      41     403
      38      30     558
      39      49     729
      40       7     286
       1       7    2349     960      40
       1       9     560
       2      38     297
       3      28     603
       4      18     354
       5      28     437
       6      15     621
       7      22     468
       8      35     564
       9      41     468
      10      19     573
      11      15     323
      12      21     235
      13      27     703
      14      49     718
      15      39     264
      16      33     332
      17      43     308
      18      10     716
      19      25     215
      20      37     481
      21      17     201
      22      19     690
      23      26     437
      24      43     574
      25      40     451
      26      32     562
      27       7     700
      28      35     301
      29      41     394
      30      22     548
      31      31     267
      32      23     325
      33      27     333
      34      49     174
      35      18     560
      36       5     187
      37      39     403
      38      20     558
      39      30     729
      40      23     286
       1       8    3478    1189      40
       1      18     560
       2      14     297
       3      13     603
       4      44     354
       5      12     437
       6       9     621
       7      40     468
       8      22     564
       9       8     468
      10      16     573
      11      24     323
      12      24     235
      13      41     703
      14      12     718
      15      40     264
      16      34     332
      17      28     308
      18      13     716
      19       7     215
      20      15     481
      21      18     201
      22      38     690
      23       6     437
      24       5     574
      25       7     451
      26      45     562
      27      15     700
      28      23     301
      29      21     394
      30       9     548
      31      33     267
      32      25     325
      33       9     333
      34      23     174
      35       6     560
      36      40     187
      37      27     403
      38       7     558
      39       6     729
      40      49     286
       1       5     723    1299      40
       1      25     560
       2      23     297
       3      19     603
       4      22     354
       5      14     437
       6      48     621
       7      43     468
       8      45     564
       9      25     468
      10      20     573
      11       6     323
      12       8     235
      13      10     703
      14      21     718
      15      28     264
      16      15     332
      17      47     308
      18      11     716
      19      19     215
      20      32     481
      21      42     201
      22      30     690
      23      19     437
      24      47     574
      25      28     451
      26      12     562
      27      47     700
      28      17     301
      29      48     394
      30       6     548
      31      38     267
      32      26     325
      33      13     333
      34      41     174
      35      31     560
      36      48     187
      37      49     403
      38      10     558
      39      42     729
      40       6     286
       1      15    2439    1656      40
       1      36     560
       2      41     297
       3      12     603
       4       8     354
       5      29     437
       6      33     621
       7      31     468
       8      34     564
       9      43     468
      10      38     573
      11       6     323
      12      47     235
      13      43     703
      14       7     718
      15      11     264
      16      35     332
      17      39     308
      18       5     716
      19      28     215
      20      29     481
      21       6     201
      22      12     690
      23      41     437
      24       9     574
      25      15     451
      26      43     562
      27      47     700
      28      29     301
      29      45     394
      30      15     548
      31       6     267
      32      13     325
      33      33     333
      34      30     174
      35      29     560
      36      21     187
      37       8     403
      38       9     558
      39      46     729
      40       8     286
       1      18    1084    1353      40
       1      15     560
       2      10     297
       3      21     603
       4      33     354
       5      25     437
       6      32     621
       7      19     468
       8      13     564
       9      29     468
      10      39     573
      11      29     323
      12      27     235
      13      11     703
      14      12     718
      15      23     264
      16      12     332
      17      36     308
      18      32     716
      19      27     215
      20      20     481
      21       5     201
      22      24     690
      23      30     437
      24       8     574
      25      39     451
      26      18     562
      27      45     700
      28      44     301
      29      26     394
      30      31     548
      31      42     267
      32      32     325
      33      15     333
      34      29     174
      35       8     560
      36       7     187
      37      49     403
      38      34     558
      39      42     729
      40      18     286
       1       9    3614    1128      40
       1      37     560
       2      48     297
       3      41     603
       4      11     354
       5      19     437
       6      45     621
       7      26     468
       8       5     564
       9      43     468
      10       8     573
      11      42     323
      12       6     235
      13      31     703
      14      24     718
      15      15     264
      16      15     332
      17      40     308
      18      23     716
      19      14     215
      20      31     481
      21      42     201
      22      35     690
      23      47     437
      24      46     574
      25      19     451
      26      20     562
      27      36     700
      28      15     301
      29      27     394
      30      23     548
      31      11     267
      32      47     325
      33      43     333
      34      38     174
      35      15     560
      36      37     187
      37      44     403
      38      42     558
      39      29     729
      40      10     286
       1      11    3117    1332      40
       1       8     560
       2       7     297
       3      18     603
       4      29     354
       5      19     437
       6       9     621
       7      25     468
       8      16     564
       9      36     468
      10      41     573
      11      45     323
      12      44     235
      13      41     703
      14      19     718
      15      10     264
      16      42     332
      17      24     308
      18      35     716
      19      40     215
      20      18     481
      21      44     201
      22      18     690
      23      23     437
      24      24     574
      25      16     451
