      20     292      40
       1      19    3036    2302      40
       1      39     560
       2      14     297
       3      34     603
       4      23     354
       5      18     437
       6      11     621
       7       8     468
       8      42     564
       9      46     468
      10      35     573
      11      18     323
      12      18     235
      13      39     703
      14       6     718
      15      19     264
      16      13     332
      17       5     308
      18      11     716
      19      30     215
      20      42     481
      21      49     201
      22      16     690
      23      17     437
      24      30     574
      25       7     451
      26      16     562
      27      32     700
      28      31     301
      29      23     394
      30      33     548
      31      31     267
      32      41     325
      33      36     333
      34      17     174
      35      14     560
      36      44     187
      37      10     403
      38      31     558
      39       5     729
      40      34     286
       1      17    5493    2090      40
       1      10     560
       2      16     297
       3      32     603
       4      20     354
       5      12     437
       6      35     621
       7      23     468
       8      48     564
       9      19     468
      10      30     573
      11      21     323
      12      34     235
      13      40     703
      14      34     718
      15      19     264
      16      35     332
      17      47     308
      18      27     716
      19      12     215
      20      30     481
      21      18     201
      22      25     690
      23      46     437
      24      27     574
      25      30     451
      26      32     562
      27      12     700
      28      26     301
      29      40     394
      30       9     548
      31      38     267
      32      13     325
      33      38     333
      34      40     174
      35       7     560
      36      43     187
      37      41     403
      38      30     558
      39      49     729
      40       7     286
       1       7    3758    1536      40
       1       9     560
       2      38     297
       3      28     603
       4      18     354
       5      28     437
       6      15     621
       7      22     468
       8      35     564
       9      41     468
      10      19     573
      11      15     323
      12      21     235
      13      27     703
      14      49     718
      15      39     264
      16      33     332
      17      43     308
      18      10     716
      19      25     215
      20      37     481
      21      17     201
      22      19     690
      23      26     437
      24      43     574
      25      40     451
      26      32     562
      27       7     700
      28      35     301
      29      41     394
      30      22     548
      31      31     267
      32      23     325
      33      27     333
      34      49     174
      35      18     560
      36       5     187
      37      39     403
      38      20     558
      39      30     729
      40      23     286
       1       8    5565    1902      40
       1      18     560
       2      14     297
       3      13     603
       4      44     354
       5      12     437
       6       9     621
       7      40     468
       8      22     564
       9       8     468
      10      16     573
      11      24     323
      12      24     235
      13      41     703
      14      12     718
      15      40     264
      16      34     332
      17      28     308
      18      13     716
      19       7     215
      20      15     481
      21      18     201
      22      38     690
      23       6     437
      24       5     574
      25       7     451
      26      45     562
      27      15     700
      28      23     301
      29      21     394
      30       9     548
      31      33     267
      32      25     325
      33       9     333
      34      23     174
      35       6     560
      36      40     187
      37      27     403
      38       7     558
      39       6     729
      40      49     286
       1       5    1157    2079      40
